org_name,city,state,ein,url,tax_year,year_formed,submission_time,n_employees,total_revenue,title,comp,is_ceo,is_cto,is_coo,is_cfo,is_bd,is_pres,is_cmo,is_cdo,is_board,is_founder,n_indiv_titles,n_ceo_in_org_year,has_ceo_in_org_year,total_comp_ceo_in_org_year,has_comp_ceo_in_org_year,n_cto_in_org_year,has_cto_in_org_year,total_comp_cto_in_org_year,has_comp_cto_in_org_year,n_coo_in_org_year,has_coo_in_org_year,total_comp_coo_in_org_year,has_comp_coo_in_org_year,n_cfo_in_org_year,has_cfo_in_org_year,total_comp_cfo_in_org_year,has_comp_cfo_in_org_year,n_bd_in_org_year,has_bd_in_org_year,total_comp_bd_in_org_year,has_comp_bd_in_org_year,n_pres_in_org_year,has_pres_in_org_year,total_comp_pres_in_org_year,has_comp_pres_in_org_year,n_cmo_in_org_year,has_cmo_in_org_year,total_comp_cmo_in_org_year,has_comp_cmo_in_org_year,n_cdo_in_org_year,has_cdo_in_org_year,total_comp_cdo_in_org_year,has_comp_cdo_in_org_year,n_board_in_org_year,has_board_in_org_year,total_comp_board_in_org_year,has_comp_board_in_org_year,n_founder_in_org_year,has_founder_in_org_year,total_comp_founder_in_org_year,has_comp_founder_in_org_year,org_age,city_int,state_int,in_ARCATA,in_BARRINGTON,in_BELLVALE,in_BERKELEY,in_BETHESDA,in_BETHSEDA,in_BOSTON,in_BROOKLYN,in_CAMBRIDGE,in_CARMEL,in_CHARLOTTE,in_CHICAGO,in_DANVERS,in_DENVER,in_ENCINO,in_HELENA,in_HOUSTON,in_HYANNIS,in_IRVINE,in_JACKSONVILLE,in_LAKELAND,in_LOS ANGELES,in_MIAMI,in_MINNEAPOLIS,in_MOUNTAIN VIEW,in_NEW YORK,in_OAKLAND,in_PALO ALTO,in_PARK CITY,in_PLEASANTON,in_REDWOOD CITY,in_SALEM,in_SAN FRANCISCO,in_SANTA ANA,in_SEATTLE,in_SHEPHERDSTOWN,in_STANFORD,in_STERLING,in_SUNNYVALE,in_TUCSON,in_WALTHAM,in_WARWICK,in_WASHINGTON,in_WAYNESVILLE,in_WEST SACRAMENTO,in_ZIONSVILLE,in_AZ,in_CA,in_CO,in_DC,in_FL,in_IL,in_IN,in_MA,in_MD,in_MN,in_MT,in_NC,in_NY,in_OH,in_RI,in_TX,in_UT,in_VA,in_VT,in_WA,in_WV
THE KIVA FOUNDATION,WALTHAM,MA,043428609,https://s3.amazonaws.com/irs-form-990/201441259349100734_public.xml,2013,,2014-05-05T13:58:44-05:00,,698387,TRUSTEE,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3.0,1.0,000,1.0,0.0,0.0,0,0.0,,40,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE KIVA FOUNDATION,WALTHAM,MA,043428609,https://s3.amazonaws.com/irs-form-990/201441259349100734_public.xml,2013,,2014-05-05T13:58:44-05:00,,698387,TRUSTEE,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3.0,1.0,000,1.0,0.0,0.0,0,0.0,,40,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THE KIVA FOUNDATION,WALTHAM,MA,043428609,https://s3.amazonaws.com/irs-form-990/201441259349100734_public.xml,2013,,2014-05-05T13:58:44-05:00,,698387,TRUSTEE,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,3.0,1.0,000,1.0,0.0,0.0,0,0.0,,40,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,BOARD CHAIR,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,DIRECTOR,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,DIRECTOR,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,DIRECTOR,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,DIRECTOR,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,DIRECTOR,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,DIRECTOR,0,0,0,0,0,0,0,0,0,1,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,FOUNDER & EXECUTIVE DIRECTOR,348292,1,0,0,0,0,0,0,0,0,1,2,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,PRESIDENT & COO,351566,0,0,1,0,0,1,0,0,0,0,2,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,HEAD OF FINANCE,204000,0,0,0,1,0,0,0,0,0,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,LEAD DEVELOPER,260400,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,HEAD OF STRATEGY AND PROGRAMS,206105,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,LEAD DESIGNER,225788,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,LEAD EXERCISES DEVELOPER,177000,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,PROGRAM MANAGER,159862,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,SOFTWARE ENGINEER,158801,0,1,0,0,0,0,0,0,0,0,1,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHAN ACADEMY INC,MOUNTAIN VIEW,CA,261544963,https://s3.amazonaws.com/irs-form-990/201413189349302501_public.xml,2013,2007,2014-11-14T09:49:12-06:00,90,34006532,DEAN OF COMPUTER SCIENCE,198100,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,348292,1.0,3.0,1.0,260400177000158801,1.0,1.0,1.0,351566,1.0,1.0,1.0,204000,1.0,0.0,0.0,0,0.0,1.0,1.0,351566,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,7.0,1.0,0000000,1.0,1.0,1.0,348292,1.0,6.0,24,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIFEBOX FOUNDATION INC,BOSTON,MA,462266526,https://s3.amazonaws.com/irs-form-990/201441329349201729_public.xml,2013,,2014-05-12T11:51:57-07:00,,44349,PRESIDENT / DIRECTOR,0,0,0,0,0,0,1,0,0,1,0,2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4.0,1.0,0000,1.0,0.0,0.0,0,0.0,,6,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIFEBOX FOUNDATION INC,BOSTON,MA,462266526,https://s3.amazonaws.com/irs-form-990/201441329349201729_public.xml,2013,,2014-05-12T11:51:57-07:00,,44349,TRESURER / DIRECTOR,0,0,0,0,1,0,0,0,0,1,0,2,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4.0,1.0,0000,1.0,0.0,0.0,0,0.0,,6,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIFEBOX FOUNDATION INC,BOSTON,MA,462266526,https://s3.amazonaws.com/irs-form-990/201441329349201729_public.xml,2013,,2014-05-12T11:51:57-07:00,,44349,CLERK / DIRECTOR,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0.0,1.0,1.0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,4.0,1.0,0000,1.0,0.0,0.0,0,0.0,,6,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
