,org_name,city,state,ein,url,tax_year,year_formed,submission_time,n_employees,total_revenue,title,comp
560,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,Chair,0
561,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,Secretary,0
562,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,Executive Director,196878
563,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,CFOO,135194
564,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,General Counsel,140122
565,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,Chief Technology Officer,153578
566,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,Chief Community Officer,120500
567,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,Project Director,103598
568,Wikimedia Foundation Inc,San Francisco,CA,200049703,https://s3.amazonaws.com/irs-form-990/201241309349302274_public.xml,2010,2003,2012-05-09T22:13:05-04:00,72,27191806,Deputy Director,125719
569,WORLDREADERORG,SEATTLE,WA,912007475,https://s3.amazonaws.com/irs-form-990/201242139349300439_public.xml,2011,2010,2012-07-31T12:52:32-05:00,4,1093525,CEO AND CO-FOUNDER,0
570,WORLDREADERORG,SEATTLE,WA,912007475,https://s3.amazonaws.com/irs-form-990/201242139349300439_public.xml,2011,2010,2012-07-31T12:52:32-05:00,4,1093525,MANAGING DIRECTOR AND CO-FOUNDER,0
571,WORLDREADERORG,SEATTLE,WA,912007475,https://s3.amazonaws.com/irs-form-990/201242139349300439_public.xml,2011,2010,2012-07-31T12:52:32-05:00,4,1093525,BOARD DIRECTOR,0
572,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director; Former Executiv,33846
573,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Chair,0
574,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
575,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
576,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
577,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
578,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
579,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
580,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
581,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
582,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
583,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
584,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
585,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Director,0
586,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Treasurer/Secretary,76364
587,iCivics Inc,Washington,DC,541342298,https://s3.amazonaws.com/irs-form-990/201223079349301162_public.xml,2011,2009,2012-11-02T15:16:40-05:00,7,1205491,Executive Director,72904
588,THE 1947 PARTITION ARCHIVE,BERKELEY,CA,452669508,https://s3.amazonaws.com/irs-form-990/201312269349201931_public.xml,2012,,2013-08-14T13:25:31-07:00,,32777,Treasurer,0
589,THE 1947 PARTITION ARCHIVE,BERKELEY,CA,452669508,https://s3.amazonaws.com/irs-form-990/201312269349201931_public.xml,2012,,2013-08-14T13:25:31-07:00,,32777,Executive Dir.,0
590,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,PRESIDENT,185341
591,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,CHAIR,0
592,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,VICE CHAIR,0
593,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,TREASURER,0
594,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,SECRETARY,0
595,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,DIRECTOR,0
596,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,DIRECTOR,0
597,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,DIRECTOR,0
598,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,DIRECTOR,0
599,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,DIRECTOR,0
600,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,DIRECTOR,0
601,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,DIRECTOR,0
602,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,DIRECTOR,0
603,ADOPT-A-CLASSROOM INC,MIAMI,FL,591818353,https://s3.amazonaws.com/irs-form-990/201311359349305906_public.xml,2011,1998,2013-05-15T13:28:43-05:00,6,2559867,EXECUTIVE DIRECTOR,100500
604,Blue Planet Network,Redwood City,CA,743050022,https://s3.amazonaws.com/irs-form-990/201332229349300303_public.xml,2012,2002,2013-08-10T11:37:58-07:00,2,1379186,Secretary,0
605,Blue Planet Network,Redwood City,CA,743050022,https://s3.amazonaws.com/irs-form-990/201332229349300303_public.xml,2012,2002,2013-08-10T11:37:58-07:00,2,1379186,Director,0
606,Blue Planet Network,Redwood City,CA,743050022,https://s3.amazonaws.com/irs-form-990/201332229349300303_public.xml,2012,2002,2013-08-10T11:37:58-07:00,2,1379186,President & CEO,80000
607,Blue Planet Network,Redwood City,CA,743050022,https://s3.amazonaws.com/irs-form-990/201332229349300303_public.xml,2012,2002,2013-08-10T11:37:58-07:00,2,1379186,Treasurer,0
608,Blue Planet Network,Redwood City,CA,743050022,https://s3.amazonaws.com/irs-form-990/201332229349300303_public.xml,2012,2002,2013-08-10T11:37:58-07:00,2,1379186,Treasurer,0
609,Blue Planet Network,Redwood City,CA,743050022,https://s3.amazonaws.com/irs-form-990/201332229349300303_public.xml,2012,2002,2013-08-10T11:37:58-07:00,2,1379186,Director,0
610,Blue Planet Network,Redwood City,CA,743050022,https://s3.amazonaws.com/irs-form-990/201332229349300303_public.xml,2012,2002,2013-08-10T11:37:58-07:00,2,1379186,Vice Chairman,0
611,Blue Planet Network,Redwood City,CA,743050022,https://s3.amazonaws.com/irs-form-990/201332229349300303_public.xml,2012,2002,2013-08-10T11:37:58-07:00,2,1379186,Chairman,0
612,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,DIRECTOR (THRU 6/30/12),0
613,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,DIRECTOR,0
614,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,DIRECTOR,0
615,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,DIRECTOR,0
616,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,DIRECTOR (THRU 6/30/12),0
617,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,DIRECTOR,0
618,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,DIRECTOR,0
619,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,CO-EXECUTIVE DIRECTOR,221086
620,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,DIR OF APP SOLUTIONS,400600
621,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,ASST DIR OF APPLICATION,175266
622,THE CENTER TO PROMOTE HEALTHCARE ACCESS INC,OAKLAND,CA,946214841,https://s3.amazonaws.com/irs-form-990/201341309349301729_public.xml,2011,2006,2013-05-10T11:32:05-05:00,61,11653939,ASST DIR OF APPLICATION,224961
623,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,CHAIR OF THE BOARD,0
624,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,CEO/BOARD MEMBER,0
625,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,SECRETARY/BOARD MEMBER,0
626,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,TREASURER/BOARD MEMBER,0
627,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,BOARD MEMBER,0
628,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,GEN'L COUNSEL & DIR OF POL,181655
629,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,CHIEF OPERATING OFFICER,159841
630,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,DIR/PRODUCT DEVELOPM,164368
631,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,DIRECTOR OF ENGINEER,139328
632,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,PROJECT DESIGN LEAD,116284
633,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,SR. SOFTWARE ENGINEE,113105
634,CASE COMMONS INC,NEW YORK,NY,221732349,https://s3.amazonaws.com/irs-form-990/201322279349100507_public.xml,2012,,2013-08-15T13:41:45-05:00,,14253330,PROJECT EXECUTIVE,112521
635,CENTER FOR STUDENT OPPORTUNITY INC,BETHESDA,MD,421559197,https://s3.amazonaws.com/irs-form-990/201330429349301363_public.xml,2011,2005,2013-02-11T16:40:26-07:00,4,446241,Exec Director/CEO,85450
636,CENTER FOR STUDENT OPPORTUNITY INC,BETHESDA,MD,421559197,https://s3.amazonaws.com/irs-form-990/201330429349301363_public.xml,2011,2005,2013-02-11T16:40:26-07:00,4,446241,Board Member,0
637,CENTER FOR STUDENT OPPORTUNITY INC,BETHESDA,MD,421559197,https://s3.amazonaws.com/irs-form-990/201330429349301363_public.xml,2011,2005,2013-02-11T16:40:26-07:00,4,446241,Board Member,0
638,CENTER FOR STUDENT OPPORTUNITY INC,BETHESDA,MD,421559197,https://s3.amazonaws.com/irs-form-990/201330429349301363_public.xml,2011,2005,2013-02-11T16:40:26-07:00,4,446241,Board Member,0
639,CODE FOR AMERICA LABS INC,SAN FRANCISCO,CA,271067272,https://s3.amazonaws.com/irs-form-990/201330449349300513_public.xml,2011,2009,2013-02-13T11:18:28-08:00,37,5291248,PROGRAM DIR.,108230
640,CODE FOR AMERICA LABS INC,SAN FRANCISCO,CA,271067272,https://s3.amazonaws.com/irs-form-990/201330449349300513_public.xml,2011,2009,2013-02-13T11:18:28-08:00,37,5291248,PRGM DIR/DIR.,57955
641,CODE FOR AMERICA LABS INC,SAN FRANCISCO,CA,271067272,https://s3.amazonaws.com/irs-form-990/201330449349300513_public.xml,2011,2009,2013-02-13T11:18:28-08:00,37,5291248,Director,0
642,CODE FOR AMERICA LABS INC,SAN FRANCISCO,CA,271067272,https://s3.amazonaws.com/irs-form-990/201330449349300513_public.xml,2011,2009,2013-02-13T11:18:28-08:00,37,5291248,Director,0
643,CODE FOR AMERICA LABS INC,SAN FRANCISCO,CA,271067272,https://s3.amazonaws.com/irs-form-990/201330449349300513_public.xml,2011,2009,2013-02-13T11:18:28-08:00,37,5291248,Director,0
644,CODE FOR AMERICA LABS INC,SAN FRANCISCO,CA,271067272,https://s3.amazonaws.com/irs-form-990/201330449349300513_public.xml,2011,2009,2013-02-13T11:18:28-08:00,37,5291248,Director,0
645,CODE FOR AMERICA LABS INC,SAN FRANCISCO,CA,271067272,https://s3.amazonaws.com/irs-form-990/201330449349300513_public.xml,2011,2009,2013-02-13T11:18:28-08:00,37,5291248,Executive Direc,154500
646,CODE FOR AMERICA LABS INC,SAN FRANCISCO,CA,271067272,https://s3.amazonaws.com/irs-form-990/201330449349300513_public.xml,2011,2009,2013-02-13T11:18:28-08:00,37,5291248,CFO,135000
647,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,CHAIR,0
648,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,VICE CHAIR,0
649,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,SECRETARY,0
650,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
651,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
652,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
653,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
654,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
655,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
656,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
657,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
658,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
659,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
660,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
661,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
662,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
663,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,34456
664,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
665,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
666,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
667,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
668,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
669,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
670,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
671,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,BOARD MEMBER,0
672,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,CEO,351742
673,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,PRESIDENT/COO,302882
674,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,VP OF FINANCE AND ADMINISTRATION,168692
675,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,EDITOR-IN-CHIEF,278119
676,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,CHIEF EDUCATION AND STRATEGY OFFICER,204003
677,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,GENERAL MANAGER OF EDUCATION,178961
678,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,CHIEF TECHNOLOGY OFFICER,179307
679,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,VP OF MARKETING,169507
680,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,VP OF PRODUCT DEVELOPMENT,126532
681,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,VP OF POLICY,133300
682,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,"MANAGING DIR., EDUCATION AND RESEARCH",121182
683,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,SENIOR ENGINEER,121154
684,COMMON SENSE MEDIA,SAN FRANCISCO,CA,941254756,https://s3.amazonaws.com/irs-form-990/201333189349304218_public.xml,2012,2003,2013-11-14T13:27:22-06:00,103,15644245,VP OF COMMUNICATION,144956
685,D-Rev Design for the Other 90,San Francisco,CA,260642778,https://s3.amazonaws.com/irs-form-990/201343179349302349_public.xml,2012,2007,2013-11-13T11:34:43-08:00,10,760970,Director,0
686,D-Rev Design for the Other 90,San Francisco,CA,260642778,https://s3.amazonaws.com/irs-form-990/201343179349302349_public.xml,2012,2007,2013-11-13T11:34:43-08:00,10,760970,Director,0
687,D-Rev Design for the Other 90,San Francisco,CA,260642778,https://s3.amazonaws.com/irs-form-990/201343179349302349_public.xml,2012,2007,2013-11-13T11:34:43-08:00,10,760970,Director,0
688,D-Rev Design for the Other 90,San Francisco,CA,260642778,https://s3.amazonaws.com/irs-form-990/201343179349302349_public.xml,2012,2007,2013-11-13T11:34:43-08:00,10,760970,Treasurer,0
689,D-Rev Design for the Other 90,San Francisco,CA,260642778,https://s3.amazonaws.com/irs-form-990/201343179349302349_public.xml,2012,2007,2013-11-13T11:34:43-08:00,10,760970,Director,0
690,D-Rev Design for the Other 90,San Francisco,CA,260642778,https://s3.amazonaws.com/irs-form-990/201343179349302349_public.xml,2012,2007,2013-11-13T11:34:43-08:00,10,760970,Chairman,0
691,D-Rev Design for the Other 90,San Francisco,CA,260642778,https://s3.amazonaws.com/irs-form-990/201343179349302349_public.xml,2012,2007,2013-11-13T11:34:43-08:00,10,760970,CEO,109583
692,Do Something Inc,New York,NY,133720473,https://s3.amazonaws.com/irs-form-990/201331289349301198_public.xml,2012,1993,2013-05-08T13:14:04-07:00,110,6058665,Board Member,0
693,Do Something Inc,New York,NY,133720473,https://s3.amazonaws.com/irs-form-990/201331289349301198_public.xml,2012,1993,2013-05-08T13:14:04-07:00,110,6058665,Board Member,0
