RETURN_ID,FILING_TYPE,EIN,TAX_PERIOD,SUB_DATE,TAXPAYER_NAME,RETURN_TYPE,DLN,OBJECT_ID
12921760,EFILE,453236734,201409,10/2/2015,WATSI INC,990,93493226037775,201522269349303777
12217581,EFILE,43427228,201406,2/23/2015,WETHRIVE INC,990EZ,93492042005235,201530429349200523
12637659,EFILE,200049703,201406,7/6/2015,WIKIMEDIA FOUNDATION INC,990,93493119002015,201511199349300201
12780909,EFILE,272092468,201412,8/13/2015,WORLDREADERORG,990,93493141000165,201511419349300016
12852164,EFILE,800494876,201412,9/10/2015,ZIDISHA INC,990,93493217011425,201522179349301142
12703258,EFILE,460807740,201406,7/22/2015,EDX INC,990,93493133030745,201541339349303074
13603616,EFILE,650828272,201506,7/7/2016,ADOPT-A-CLASSROOM INC,990,93493041018246,201640419349301824
13649791,EFILE,593831966,201506,7/26/2016,CENTER TO PROMOTE HEALTHCARE ACCESS INC,990,93493092006106,201600929349300610
13115248,EFILE,462612143,201412,1/15/2016,CODE-TO-LEARN FOUNDATION,990,93493317002005,201503179349300200
13651384,EFILE,453266802,201506,7/26/2016,CANCER COMMONS,990,93493106011226,201621069349301122
13295282,EFILE,900796160,201508,3/25/2016,CAREERVILLAGE INC,990EZ,93492015004086,201630159349200408
13137449,EFILE,272832137,201412,1/22/2016,CASE COMMONS INC,990PF,93491320010515,201513209349101051
13115007,EFILE,421559197,201506,1/15/2016,CENTER FOR STUDENT OPPORTUNITY INC,990,93493348011555,201503489349301155
13154870,EFILE,133666846,201506,1/28/2016,CLASSROOM INC,990,93493314032865,201513149349303286
13132478,EFILE,271067272,201412,1/21/2016,CODE FOR AMERICA LABS INC,990,93493317055165,201513179349305516
13136520,EFILE,412024986,201412,1/22/2016,COMMON SENSE MEDIA,990,93493320146855,201503209349314685
13218116,EFILE,260642778,201412,2/19/2016,D-REV DESIGN FOR THE OTHER 90,990,93493320118085,201533209349311808
13192262,EFILE,134129457,201506,2/10/2016,DONORSCHOOSEORG,990,93493308014075,201523089349301407
13203791,EFILE,263761772,201412,2/16/2016,DTWO LTD,990EZ,93492317025145,201543179349202514
13136632,EFILE,272460359,201412,1/22/2016,DEMOCRACY WORKS INC,990,93493320030065,201513209349303006
13626968,EFILE,262418959,201503,7/15/2016,DIGITAL GREEN FOUNDATION,990,93493047013536,201630479349301353
13216883,EFILE,66488076,201412,2/18/2016,E-THE PEOPLE,990,93493320062095,201543209349306209
13110783,EFILE,462395314,201412,1/14/2016,ELEPHANT ACTION LEAGUE,990EZ,93492324005215,201513249349200521
13110783,EFILE,462395314,201412,1/14/2016,ELEPHANT ACTION LEAGUE,990EZ,93492324005215,201513249349200521
13103250,EFILE,271912105,201412,1/12/2016,FAMILIES EMPOWERED,990,93493280001095,201542809349300109
13149355,EFILE,200938414,201506,1/27/2016,FREECYCLE NETWORK,990,93493314011105,201503149349301110
13104911,EFILE,593649871,201506,1/13/2016,GIVEWELL COMMUNITY FOUNDATION INC,990,93493285011505,201502859349301150
13146898,EFILE,611524216,201412,1/26/2016,GLOBAL LIVES PROJECT INC,990EZ,93492320061675,201523209349206167
13163382,EFILE,562435785,201412,2/1/2016,GOOD WORLD SOLUTIONS INC FKA WORLD OF GOODDEVELOPMENT ORG INC,990,93493316065565,201513169349306556
13192828,EFILE,205061881,201412,2/10/2016,GREAT NONPROFITS,990,93493322001275,201523229349300127
13123509,EFILE,271966036,201412,1/20/2016,HOPING HEARTS FOUNDATION INC,990,93493320069315,201513209349306931
13182616,EFILE,262506162,201412,2/5/2016,HARMONY INSTITUTE INC,990,93493315038545,201543159349303854
13659654,EFILE,273199988,201506,7/28/2016,HOLLABACK INC,990,93493116011166,201611169349301116
13178037,EFILE,770560011,201412,2/4/2016,HOPELAB FOUNDATION INC,990PF,93491316006145,201543169349100614
13121609,EFILE,263283639,201412,1/20/2016,IN OUR BACKYARDS INC,990,93493320117255,201503209349311725
13179364,EFILE,943398862,201412,2/5/2016,INTERNET SEXUALITY INFORMATION SERVICES,990,93493315035445,201543159349303544
13134687,EFILE,263534444,201412,1/22/2016,IMAGING THE WORLD CORP,990EZ,93492317013365,201513179349201336
13192703,EFILE,204895174,201412,2/10/2016,INSTEDD,990,93493320112025,201523209349311202
13127989,EFILE,311771358,201412,1/21/2016,INTERNATIONAL BRIDGES TO JUSTICE INC,990,93493320167105,201503209349316710
13099520,EFILE,943027961,201412,1/11/2016,INTERNEWS NETWORK INC,990,93493300010605,201503009349301060
13138649,EFILE,261335205,201412,1/25/2016,LITERACY BRIDGE,990,93493320123615,201513209349312361
13182611,EFILE,201232903,201412,2/5/2016,LUNCHBOX FUND,990,93493314023345,201543149349302334
13290223,EFILE,330798804,201506,3/24/2016,MIND RESEARCH INSTITUTE,990,93493025011526,201620259349301152
13147238,EFILE,275104203,201412,1/26/2016,MEDIC MOBILE INC,990,93493320106715,201513209349310671
13217577,EFILE,275104203,201312,2/19/2016,MEDIC MOBILE INC,990,93493320112235,201533209349311223
13186803,EFILE,271052771,201506,2/8/2016,MONEYTHINK,990,93493307010565,201513079349301056
13193233,EFILE,200097189,201412,2/10/2016,MOZILLA FOUNDATION,990,93493320125925,201523209349312592
13645239,EFILE,452736163,201506,7/22/2016,NEW CLASSROOMS INNOVATION PARTNERSINC,990,93493074006136,201630749349300613
13231930,EFILE,810526651,201506,2/25/2016,NATIONAL INSTITUTE ON MONEY IN STATE POLITICS,990,93493355000815,201513559349300081
13194697,EFILE,900514027,201412,2/10/2016,NEXLEAF ANALYTICS,990,93493320124125,201523209349312412
13206458,EFILE,134145441,201412,2/16/2016,NPOWER INC,990,93493321005375,201523219349300537
13125089,EFILE,800708997,201412,1/20/2016,OCEARCH,990,93493320102355,201503209349310235
13214107,EFILE,61727461,201412,2/18/2016,OPEN MEDIA FOUNDATION,990,93493320143945,201543209349314394
13159268,EFILE,203852112,201412,1/29/2016,OPERATION ASHA NFP CO ROB WEBSTER,990,93493313027855,201503139349302785
13165729,EFILE,943366969,201412,2/1/2016,PLANETWORK NGO INC,990EZ,93492315013715,201513159349201371
13711441,EFILE,943366969,201512,8/16/2016,PLANETWORK NGO INC,990EZ,93492050005046,201640509349200504
13157010,EFILE,202630593,201412,1/28/2016,PARTICIPATORY CULTURE FOUNDATION INC,990,93493258008015,201512589349300801
13199403,EFILE,452725805,201506,2/11/2016,PULSEPOINT FOUNDATION,990,93493316024245,201543169349302424
13118632,EFILE,453607930,201412,1/19/2016,REALLOCATE INC,990EZ,93492320066555,201503209349206655
13628433,EFILE,760662298,201508,7/18/2016,REASONING MIND INC,990,93493055000166,201610559349300016
13157241,EFILE,208837690,201412,1/28/2016,SINGLE STOP USA INC,990,93493294005115,201512949349300511
13101625,EFILE,542059475,201412,1/12/2016,SKYTRUTH,990,93493279007055,201502799349300705
13115645,EFILE,270618533,201412,1/15/2016,TEACHAIDS,990,93493320045455,201503209349304545
13688478,EFILE,943070617,201506,8/5/2016,TECHSOUP GLOBAL,990,93493137105856,201601379349310585
13276695,EFILE,462302287,201506,3/18/2016,TIDEPOOL PROJECT,990,93493012006236,201630129349300623
13217915,EFILE,731662480,201412,2/19/2016,UNIVERSALGIVING,990,93493321005185,201533219349300518
13279108,EFILE,205771109,201503,3/18/2016,VIDEO VOLUNTEERS,990,93493014008016,201610149349300801
13660005,EFILE,134167155,201506,7/28/2016,WITNESS INC,990,93493124005186,201631249349300518
13605212,EFILE,43427228,201506,7/8/2016,WETHRIVE INC,990EZ,93492041006226,201620419349200622
13659861,EFILE,200049703,201506,7/28/2016,WIKIMEDIA FOUNDATION INC,990,93493126015376,201621269349301537
13652585,EFILE,371665745,201506,7/26/2016,ZEARN INC,990,93493092006316,201610929349300631
13676254,EFILE,460807740,201506,8/2/2016,EDX INC,990,93493127004016,201611279349300401
13142619,EFILE,383796793,201506,1/26/2016,ICIVICS INC,990,93493321013565,201513219349301356
13629451,EFILE,455267449,201506,7/18/2016,MYAGRO FARMS,990,93493053005326,201620539349300532
